"IATA_CODE","AIRPORT","CITY","STATE","COUNTRY","LATITUDE_ARRIVAL","LONGITUDE_ARRIVAL","IATA_CODE.y","LATITUDE_ORIGIN","LONGITUDE_ORIGIN"
"ORD","Chicago O'Hare International Airport","Chicago","IL","USA",41.9796,-87.90446,"BTV",44.473,-73.15031
"ORD","Chicago O'Hare International Airport","Chicago","IL","USA",41.9796,-87.90446,"PDX",45.58872,-122.5975
"ORD","Chicago O'Hare International Airport","Chicago","IL","USA",41.9796,-87.90446,"BOI",43.56444,-116.22278
"ORD","Chicago O'Hare International Airport","Chicago","IL","USA",41.9796,-87.90446,"BIS",46.77411,-100.74672
"ORD","Chicago O'Hare International Airport","Chicago","IL","USA",41.9796,-87.90446,"PHX",33.43417,-112.00806
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"MIA",25.79325,-80.29056
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"DTW",42.21206,-83.34884
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"TPA",27.97547,-82.53325
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"ORD",41.9796,-87.90446
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"LGA",40.77724,-73.87261
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"BWI",39.1754,-76.6682
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"IAH",29.98047,-95.33972
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"JFK",40.63975,-73.77893
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"EWR",40.6925,-74.16866
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"ATL",33.64044,-84.42694
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"MCO",28.42889,-81.31603
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"DFW",32.89595,-97.0372
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"MDW",41.78598,-87.75242
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"MSP",44.88055,-93.21692
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"CLT",35.21401,-80.94313
"ORF","Norfolk International Airport","Norfolk","VA","USA",36.89461,-76.20122,"IAD",38.94453,-77.45581
"ORH","Worcester Regional Airport","Worcester","MA","USA",42.26734,-71.87571,"FLL",26.07258,-80.15275
"ORH","Worcester Regional Airport","Worcester","MA","USA",42.26734,-71.87571,"MCO",28.42889,-81.31603
"OTH","Southwest Oregon Regional Airport (North Bend Municipal)","North Bend","OR","USA",43.41714,-124.24603,"DEN",39.85841,-104.667
"OTH","Southwest Oregon Regional Airport (North Bend Municipal)","North Bend","OR","USA",43.41714,-124.24603,"SFO",37.619,-122.37484
"OTZ","Ralph Wien Memorial Airport","Kotzebue","AK","USA",66.88468,-162.59855,"OME",64.5122,-165.44525
"OTZ","Ralph Wien Memorial Airport","Kotzebue","AK","USA",66.88468,-162.59855,"ANC",61.17432,-149.99619
"PAH","Barkley Regional Airport","Paducah","KY","USA",37.06083,-88.77375,"ORD",41.9796,-87.90446
"PBG","Plattsburgh International Airport","Plattsburgh","NY","USA",NA,NA,"FLL",26.07258,-80.15275
"PBG","Plattsburgh International Airport","Plattsburgh","NY","USA",NA,NA,"MYR",33.67975,-78.92833
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"SWF",41.50409,-74.10484
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"IAH",29.98047,-95.33972
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"DFW",32.89595,-97.0372
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"EWR",40.6925,-74.16866
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"BWI",39.1754,-76.6682
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"DCA",38.85208,-77.03772
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"BDL",41.93887,-72.68323
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"PVD",41.724,-71.42822
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"LAX",33.94254,-118.40807
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"PIT",40.49147,-80.23287
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"DTW",42.21206,-83.34884
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"LGA",40.77724,-73.87261
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"ATL",33.64044,-84.42694
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"BOS",42.36435,-71.00518
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"PHL",39.87195,-75.24114
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"DEN",39.85841,-104.667
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"HPN",41.06696,-73.70757
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"ACY",39.45758,-74.57717
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"MDW",41.78598,-87.75242
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"ORD",41.9796,-87.90446
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"MIA",25.79325,-80.29056
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"JFK",40.63975,-73.77893
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"IAD",38.94453,-77.45581
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"TTN",40.27669,-74.81347
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"ISP",40.79524,-73.10021
"PBI","Palm Beach International Airport","West Palm Beach","FL","USA",26.68316,-80.09559,"CLT",35.21401,-80.94313
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"STL",38.74769,-90.35999
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"AUS",30.19453,-97.66987
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"DCA",38.85208,-77.03772
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"IAH",29.98047,-95.33972
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"BUR",34.20062,-118.3585
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"EWR",40.6925,-74.16866
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"DAL",32.84711,-96.85177
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"OMA",41.30252,-95.89417
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"ONT",34.056,-117.60119
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SMF",38.69542,-121.59077
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"OAK",37.72129,-122.22072
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SNA",33.67566,-117.86822
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"PHX",33.43417,-112.00806
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"LGB",33.81772,-118.15161
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SAN",32.73356,-117.18966
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"DEN",39.85841,-104.667
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"HOU",29.64542,-95.27889
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"ORD",41.9796,-87.90446
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"BZN",45.7769,-111.15301
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"ATL",33.64044,-84.42694
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SFO",37.619,-122.37484
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SJC",37.36186,-121.92901
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"JFK",40.63975,-73.77893
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"LAX",33.94254,-118.40807
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"CLT",35.21401,-80.94313
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"ANC",61.17432,-149.99619
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"PHL",39.87195,-75.24114
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"MCI",39.29761,-94.71391
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"HNL",21.31869,-157.92241
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"LAS",36.08036,-115.15233
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"BOS",42.36435,-71.00518
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"TUS",32.11608,-110.94103
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"MDW",41.78598,-87.75242
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SBA",34.42621,-119.84037
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"LIH",21.97598,-159.33896
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SLC",40.78839,-111.97777
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"ABQ",35.04022,-106.60919
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"BOI",43.56444,-116.22278
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"MSP",44.88055,-93.21692
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"BWI",39.1754,-76.6682
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"IAD",38.94453,-77.45581
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"FAT",36.77619,-119.71814
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"PSP",33.82922,-116.50625
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"KOA",19.73877,-156.04563
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"SEA",47.44898,-122.30931
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"OGG",20.89865,-156.43046
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"DTW",42.21206,-83.34884
"PDX","Portland International Airport","Portland","OR","USA",45.58872,-122.5975,"DFW",32.89595,-97.0372
"PHF","Newport News/Williamsburg International Airport","Newport News","VA","USA",37.1319,-76.49299,"RDU",35.87764,-78.78747
"PHF","Newport News/Williamsburg International Airport","Newport News","VA","USA",37.1319,-76.49299,"DEN",39.85841,-104.667
"PHF","Newport News/Williamsburg International Airport","Newport News","VA","USA",37.1319,-76.49299,"ATL",33.64044,-84.42694
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"SFO",37.619,-122.37484
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"BNA",36.12448,-86.67818
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"SJU",18.43942,-66.00183
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"MCO",28.42889,-81.31603
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"TPA",27.97547,-82.53325
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"RIC",37.50517,-77.31967
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"CHS",32.89865,-80.04051
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"DCA",38.85208,-77.03772
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"CLE",41.41089,-81.8494
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"LAS",36.08036,-115.15233
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"BDL",41.93887,-72.68323
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"IAH",29.98047,-95.33972
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"PBI",26.68316,-80.09559
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"DTW",42.21206,-83.34884
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"PDX",45.58872,-122.5975
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"RSW",26.53617,-81.75517
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"STT",18.33731,-64.97336
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"PVD",41.724,-71.42822
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"BOS",42.36435,-71.00518
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"BWI",39.1754,-76.6682
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"PHX",33.43417,-112.00806
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"SLC",40.78839,-111.97777
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"ORD",41.9796,-87.90446
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"MSY",29.99339,-90.25803
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"LAX",33.94254,-118.40807
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"PIT",40.49147,-80.23287
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"CLT",35.21401,-80.94313
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"LGA",40.77724,-73.87261
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"RDU",35.87764,-78.78747
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"JAX",30.49406,-81.68786
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"DAL",32.84711,-96.85177
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"DFW",32.89595,-97.0372
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"MYR",33.67975,-78.92833
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"SEA",47.44898,-122.30931
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"MDW",41.78598,-87.75242
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"SAN",32.73356,-117.18966
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"MSP",44.88055,-93.21692
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"STL",38.74769,-90.35999
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"IND",39.71733,-86.29438
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"SAT",29.53369,-98.46978
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"EWR",40.6925,-74.16866
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"SMF",38.69542,-121.59077
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"MIA",25.79325,-80.29056
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"FLL",26.07258,-80.15275
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"AUS",30.19453,-97.66987
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"ATL",33.64044,-84.42694
"PHL","Philadelphia International Airport","Philadelphia","PA","USA",39.87195,-75.24114,"DEN",39.85841,-104.667
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"IAD",38.94453,-77.45581
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"FLL",26.07258,-80.15275
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SAN",32.73356,-117.18966
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SEA",47.44898,-122.30931
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"LAS",36.08036,-115.15233
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"PIT",40.49147,-80.23287
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"BWI",39.1754,-76.6682
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"BNA",36.12448,-86.67818
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"ABQ",35.04022,-106.60919
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"BOI",43.56444,-116.22278
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"BFL",35.4336,-119.05677
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MKE",42.94722,-87.89658
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MHT",42.93452,-71.43706
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MCO",28.42889,-81.31603
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"DRO",37.15152,-107.75377
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"HNL",21.31869,-157.92241
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"ATL",33.64044,-84.42694
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MTJ",38.50887,-107.89383
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SDF",38.17439,-85.736
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"DCA",38.85208,-77.03772
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"RDU",35.87764,-78.78747
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SMF",38.69542,-121.59077
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"LIT",34.7294,-92.22425
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"PDX",45.58872,-122.5975
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SBP",35.23706,-120.64239
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"TUS",32.11608,-110.94103
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"DEN",39.85841,-104.667
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"TUL",36.19837,-95.88824
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"RNO",39.49858,-119.76806
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MIA",25.79325,-80.29056
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"FLG",35.13845,-111.67122
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SLC",40.78839,-111.97777
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SFO",37.619,-122.37484
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"OKC",35.39309,-97.60073
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"YUM",32.65658,-114.60597
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"TPA",27.97547,-82.53325
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SAT",29.53369,-98.46978
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SNA",33.67566,-117.86822
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"AUS",30.19453,-97.66987
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MSP",44.88055,-93.21692
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"FAT",36.77619,-119.71814
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"ONT",34.056,-117.60119
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"IND",39.71733,-86.29438
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SBA",34.42621,-119.84037
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"PHL",39.87195,-75.24114
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"OAK",37.72129,-122.22072
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"ANC",61.17432,-149.99619
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"CMH",39.99799,-82.89188
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MCI",39.29761,-94.71391
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"CVG",39.04614,-84.66217
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"SJC",37.36186,-121.92901
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"BOS",42.36435,-71.00518
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"LIH",21.97598,-159.33896
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"BUR",34.20062,-118.3585
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"OMA",41.30252,-95.89417
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"LAX",33.94254,-118.40807
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"DAL",32.84711,-96.85177
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"ORD",41.9796,-87.90446
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"DFW",32.89595,-97.0372
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"HOU",29.64542,-95.27889
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"CLE",41.41089,-81.8494
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"KOA",19.73877,-156.04563
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"ELP",31.80667,-106.37781
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"GEG",47.61986,-117.53384
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MRY",36.58698,-121.84295
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"DTW",42.21206,-83.34884
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"EWR",40.6925,-74.16866
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"OGG",20.89865,-156.43046
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"PSP",33.82922,-116.50625
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"JFK",40.63975,-73.77893
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MSY",29.99339,-90.25803
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"STL",38.74769,-90.35999
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"DSM",41.53493,-93.66068
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"IAH",29.98047,-95.33972
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"MDW",41.78598,-87.75242
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"LGB",33.81772,-118.15161
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"GJT",39.12241,-108.52673
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"CLT",35.21401,-80.94313
"PHX","Phoenix Sky Harbor International Airport","Phoenix","AZ","USA",33.43417,-112.00806,"BUF",42.94052,-78.73217
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"ATL",33.64044,-84.42694
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"STL",38.74769,-90.35999
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"MSP",44.88055,-93.21692
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"ORD",41.9796,-87.90446
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"DFW",32.89595,-97.0372
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"DTW",42.21206,-83.34884
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"IAH",29.98047,-95.33972
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"JAN",32.31117,-90.07589
"PIA","General Wayne A. Downing Peoria International Airport","Peoria","IL","USA",40.66424,-89.69331,"DEN",39.85841,-104.667
"PIB","Hattiesburg-Laurel Regional Airport","Hattiesburg-Laurel","MS","USA",31.46715,-89.33706,"MEI",32.33313,-88.75121
